id,nombre,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidad_total,lat,lon,direccion,barrio,ciudad,codigo_postal,tipo_lugar
484,tepemok,0.0,0.0,0.0,0.0,0.0,4.0,38.3497067,-0.4878388,carrer de manuel anton / calle manuel anton,nostra senyora de gracia,alacant / alicante,3004.0,convenience
485,the good burger,0.0,0.0,0.0,0.0,0.0,4.0,38.3441014,-0.4837338,placa del portal d'elx / plaza portal de elche,raval de sant francesc,alacant / alicante,3001.0,fast_food
486,tim hortons,0.0,0.0,0.0,0.0,0.0,4.0,38.3444617,-0.4958563,carrer de rigoberto ferrer / calle rigoberto ferrer,alipark,alacant / alicante,3003.0,cafe
487,torre mauro,0.0,0.0,0.0,0.0,0.0,4.0,38.3660534,-0.4308318,avinguda d'ansaldo / avenida de ansaldo,albufereta,alacant / alicante,3540.0,restaurant
488,tourist info,0.0,0.0,0.0,0.0,0.0,4.0,38.3438616,-0.4799467,passeig del port / paseo del puerto,centre historic,alacant / alicante,3002.0,office
489,treasure media,0.0,0.0,0.0,0.0,0.0,2.0,38.3478868,-0.4757336,carrer de la mare de deu del socors / calle virgen del socorro,sant roc,alacant / alicante,3002.0,studio
490,udaco,0.0,0.0,0.0,0.0,0.0,4.0,38.3482511,-0.4753267,carrer de la mare de deu del socors / calle virgen del socorro,sant roc,alacant / alicante,3002.0,convenience
491,ulanka,0.0,0.0,0.0,0.0,0.0,4.0,38.343408,-0.4893328,avenida de maisonnave / avinguda de maisonnave,nostra senyora de gracia,alacant / alicante,3003.0,shoes
492,umh - universitat miguel hernandez - campus de sant joan d'alacant,0.0,0.0,0.0,4.0,0.0,4.0,38.3885882,-0.4363055,avenida don santiago ramon y cajal,la santa fac,sant joan d'alacant,3559.0,clinic
493,universitat d'alacant / universidad de alicante (campus de sant vicent),0.0,0.0,0.0,0.0,0.0,3.0,38.3849307,-0.5141978,pinada de los cuentos,universidad,sant vicent del raspeig / san vicente del raspeig,3699.0,tree
494,urgencies,0.0,0.0,0.0,0.0,0.0,4.0,38.3527883,-0.4758436,carrer de celia valls / calle celia valls,sant roc,alacant / alicante,3013.0,emergency_ward_entrance
495,v. reyes,0.0,0.0,0.0,0.0,0.0,4.0,38.3648024,-0.4720701,carrer del metge vicente reyes / calle medico vicente reyes,el garbinet,alacant / alicante,3015.0,bus_stop
496,valencia once,0.0,0.0,0.0,4.0,0.0,4.0,38.3525297,-0.4838708,carrer de valencia / calle valencia,sant antoni,alacant / alicante,3004.0,restaurant
497,villafranqueza-iglesia,0.0,0.0,0.0,0.0,0.0,4.0,38.3866462,-0.491036,carrer del music jose torregrosa / calle musico jose torregrosa,el palamo,alacant / alicante,3112.0,bus_stop
498,vincent's,0.0,0.0,0.0,0.0,0.0,2.0,38.3442686,-0.4918454,carrer del general lacy / calle general lacy,nostra senyora de gracia,alacant / alicante,3003.0,pub
499,vivero de peces romano,0.0,0.0,0.0,2.0,0.0,2.0,38.3620046,-0.4411195,avinguda de la condomina / avenida de la condomina,albufereta,alacant / alicante,3016.0,archaeological_site
500,vivienda social,1.0,1.0,1.0,1.0,1.0,1.0,38.16156000000001,-0.8009899999999955,calle virgen de monserrate,desconocido,desconocido,03158,books
501,wen zhou shang chang,0.0,0.0,0.0,0.0,0.0,4.0,38.3412352,-0.4892395,carrer d'italia / calle italia,raval de sant francesc,alacant / alicante,3003.0,supermarket
